item_id,meeting,agenda_no,matter_file,stage,places,largest_amount,title,relevant,reason
oakland-238445,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.25,26-0905,action,7000 Coliseum Way; Coliseum,60000000,"Subject: Second Amendment To Coliseum Complex Sale Agreement From: Economic And Workforce Development Department And Finance Department Recommendation: Adopt An Ordinance (1) Authorizing The City Administrator To Amend The Purchase And Sale Agreement Of The City Of Oakland’s Undivided 50% Interest In The Coliseum Complex Located At 7000 Coliseum Way, Oakland, California, To Allow The Simultaneous Sale Of The Arena Parcel For The Lump Sum Payment Of $50 Million And The Stadium Parcel For $60 Million With Seller Financing From The City, Crediting The $5 Million Deposit Held By The City Prior To The Sale; (2) Authorizing The City Administrator To Negotiate And Execute An Agreement Pursuant Which The Buyers Agree To Pay To The City 6% Of The Annual Gross Ticket Sales For Any Event At The Arena Parcel And The Stadium Parcel Less Applicable Taxes; (3) Amending Ordinance No. 13801 C.M.S. Conditioning The Sale To Require Development Of On-Site, Affordable Housing And Other Benefits To Solely The Sale Of The City’s Interest In The Stadium Parcel; (4) Authorizing The City Administrator To Facilitate Closing Prior To December 31, 2026 By Redirecting To The Buyer Of The Stadium Parcel A Portion Of The Pro Rata Share Of The City’s Annual Subsidy Of The Stadium Parcel Based On A Per Day Amount Of $16,438.36 Limited To The Period Between The Stadium Parcel Closing And December 31, 2026; And (5) Adopting California Environmental Quality Act Findings",y,$60M sale of the city's half of the Coliseum complex at 7000 Coliseum Way; the largest land decision on the agenda.
oakland-238168,2026-07-23 *Rules and Legislation Committee - CANCELLED,1,26-0843,unknown,,,"Approval Of The Draft Minutes From The Committee Meeting Of July 9, 2026",n,Routine approval of prior meeting minutes.
oakland-238273,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,6.23,26-0907,consent,,,Subject: Encampment Management And Abatement Operations From: Councilmember Houston Recommendation: Receive An Informational Report From The Encampment Management Abatement Team (EMAT) On Encampment Management Abatement Operations,y,Encampment abatement operations directly change conditions on specific blocks.
oakland-238407,2026-07-16 *Rules & Legislation Committee,3.1,26-0910,action,Grand Avenue,,"Subject: Grand Performance Mural From: Councilmember Wang Recommendation: Adopt A Resolution Authorizing The City Administrator To: (1) Enter Into An Agreement With The State Of California Department Of Transportation For The Sponsorship And Maintenance Of The “Grand Performance Mural” Restoration Project Located At The Grand Avenue Underpass Of Interstate 580 In Oakland; And (2) Enter Into An Agreement With SOA Village Housing Inc. (EVOAK!) For The Restoration Of The Mural And Ongoing Maintenance, In Coordination With Artists Daniel Galvez And Keith Sklar",y,Mural restoration at Grand Avenue; a visible neighbourhood amenity tied to one location.
oakland-238193,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,6.2,26-0890,consent,,,"Subject: Declaration Of A Local Emergency Due To AIDS Epidemic From: Office Of The Council President Recommendation: Adopt A Resolution Renewing And Continuing The City Council's Declaration Of A Local Emergency Due To The Existence Of A Critical Public Health Crisis With Regard To The Human Immunodeficiency Virus (""HIV"")/Acquired Immunodeficiency Syndrome (""AIDS"") Epidemic",n,Routine renewal of a standing emergency declaration; recurs every meeting.
oakland-238423,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.35,26-0846,action,West Oakland,400000,"Subject: REAP 2.0 HIT Funds For The West Oakland UBM Pilot From: Department Of Transportation Recommendation: Adopt A Resolution Authorizing The City Administrator To Finalize And Execute A Purchase Agreement With The Metropolitan Transportation Commission, As Administrator Of The Clipper Regional Transit Fare-Payment Program, In An Amount Not To Exceed Four Hundred Thousand Dollars ($400,000), Using Previously Appropriated Regional Early Action Planning 2.0 Higher Impact Transformative Grant Funds, To Purchase And Distribute Approximately 1,000 Prepaid Clipper Cards For The West Oakland Universal Basic Mobility Pilot; And Making Findings To Waive The City’s Formal Advertising, Competitive Bidding, And Request For Proposals/Qualifications",y,Transit fare pilot targeted at West Oakland; names the neighbourhood and spends $400K there.
oakland-238419,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.32,26-0819,action,,364685,"Subject: Municipal Facility Energy Assessments Professional Services Agreement Award From: Oakland Public Works Department Recommendation: Adopt A Resolution Authorizing The City Administrator To Award And Execute A Professional Services Agreement With KW Engineering For Energy Assessment And Consulting Services In An Amount Not To Exceed Three Hundred Sixty-Four Thousand Six Hundred Eighty-Five Dollars ($364,685) For The Municipal Facility Energy Assessments Project (No. 1008000), And Adopting Appropriate California Environmental Quality Act Findings",n,Energy assessments of municipal buildings; internal facilities work.
oakland-238393,2026-07-16 *Rules & Legislation Committee,3.36,26-0863,action,,,Subject: OPD Surveillance Technology 2025 Annual Reports From: Oakland Police Department Recommendation: Adopt A Resolution: (1) Accepting The 2025 Annual Reports For The Following City Of Oakland Police Department Surveillance Technologies: (A) Automated License Plate Readers; (B) Crime Lab Biometrics DNA Analysis Technology; (C) Forward Looking Infrared (FLIR); (D) Live Stream Transmitter; (E) Unmanned Aerial System (UAS Or Drone) ; (F) Forensic Logic CopLink/Crimetracer System; (G) Pen Register; And (H) Cellebrite; And (2) Making A Determination Regarding Whether The City Should Continue To Use Each Of These Technologies,y,Sets policy on licence plate readers and biometric surveillance used on residents citywide.
oakland-238200,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,6.10,26-0737,consent,319 Chester Street; West Oakland,,"Subject: Sale Of 319 Chester Street From: Housing And Community Development Department Recommendation: Adopt An Ordinance Amending Ordinance No. 13104 C.M.S., Which Authorized The Sale Of A City-Owned Parcel At 319 Chester Street To The Alliance For West Oakland Development, Authorized Seller Financing For The Purchase Price, Authorized A Construction Loan, And Authorized A Disposition And Development Agreement With The Developer To Develop The Parcel With A Two Family Home For-Sale, To (1) Convert The Project Into An Affordable Rental Project, And (2) Consolidate The City Purchase And Construction Loans Into A Long Term Affordable Rental Loan",y,Sale of a city-owned parcel at 319 Chester Street in West Oakland; exactly what neighbours organise about.
oakland-238405,2026-07-16 *Rules & Legislation Committee,3.3,26-0912,action,Coliseum,,Subject: Coliseum Payment Allocation From: Finance Department Recommendation: Adopt A Resolution Appropriating And Allocating Fifty Million Dollars Of The Proceeds Of The Sale Of The City Of Oakland’s Undivided Fifty Percent Interest In The Coliseum Complex To California Public Employees Retirement System For A Discretionary Payment Of City’s Unfunded Accrued Liability For Retirement Benefits,n,Allocates Coliseum sale proceeds to the pension fund; internal finance with no local effect.
oakland-238375,2026-07-16 *Rules & Legislation Committee,3.20,26-0854,action,,,Subject: City Response To 2025-2026 Alameda County Civil Grand Jury Report From: Office Of The City Administrator And Council President Jenkins Recommendation: Adopt A Resolution Authorizing The Council President To Submit A Response On Behalf Of The City Council To The 2025-2026 Alameda County Civil Grand Jury Report,n,Duplicate of the Grand Jury response; procedural.
oakland-237931,2026-07-16 *Rules & Legislation Committee,2,26-0844,unknown,,,Determination Of Schedule Of Outstanding Committee Items,n,Committee scheduling housekeeping.
oakland-238386,2026-07-16 *Rules & Legislation Committee,3.30,26-0884,action,,3202298,"Subject: Oakland Paratransit For The Elderly And Disabled Program (OPED) Measure BB Funds For FY 26-27 From: Human Services Department Recommendation: Adopt Resolution (1) Accepting And Appropriating Direct Local Program Distribution Measure BB Funds In The Amount Of $3,202,298 For Fiscal Year (FY) 2026-2027 From The Alameda County Transportation Commission For Oakland Paratransit For The Elderly And Disabled Program To Provide Access To Specialized Transportation Services; (2) Awarding Reimbursement Agreements For Paratransit Services For FY 2026-2027 In The Amounts Of $900,000 (Five Rivers Transit Solutions, Inc.), $600,000 (Quality Transit, LLC.), $350,000 (Bay Area Charters, Inc.), $25,000 (One Access Medical Transportation), And $75,000 (GoGo Technologies, Inc.); (3) Awarding Grant Agreements In The Amount Of $50,000 (City Of Emeryville) For Paratransit Services And $300,000 (Service Opportunity For Seniors) For Meal Delivery Services To Isolated And Dependent Elderly And Disabled Persons; And (4) Authorizing The City Administrator To Accept And Appropriate Any Additional Direct Local Distribution Funds That May Become Available For Fy 2026-2027 And Amend The Aforementioned Agreements To Increase The Amounts Within The Limits Of The Funding",y,Funds paratransit for elderly and disabled residents; a service people use directly.
oakland-238169,2026-07-23 *Rules and Legislation Committee - CANCELLED,2,26-0887,unknown,,,Determination Of Schedule Of Outstanding Committee Items,n,Committee scheduling housekeeping.
oakland-238364,2026-07-16 *Rules & Legislation Committee,3.9,26-0851,informational,,,"Subject: One Year Update To FY 2026-30 Oakland Roadmap From: Office Of The City Administrator Recommendation: Receive An Informational Report On The One Year Update To The FY 2026-30 Oakland Roadmap To Fiscal Health, A Plan To Address Mid- And Long-Term City Financial Challenges",n,Duplicate informational fiscal update.
oakland-238421,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.33,26-0865,action,7101 Edgewater Drive,750000,"Subject: $750,000 Bay Area Air Quality Management District Grant From: Oakland Public Works Department Recommendation: Adopt A Resolution: (1) Accepting And Appropriating A Reimbursement Grant From The Bay Area Air Quality Management District Transportation Fund For Clean Air / Charge! Program In An Amount Not To Exceed Seven Hundred Fifty Thousand Dollars ($750,000) For Eligible Costs Associated With The Installation Of Fifteen (15) Two-Port Direct Current Fast Electric Vehicle Charging Stations, For A Total Of Thirty (30) Charging Ports, At The City’s Maintenance Service Center, 7101 Edgewater Drive, Oakland; (2) Authorizing The City Administrator To Execute The Grant Agreement And Related Documents; And (3) Adopting California Environmental Quality Act Exemption Findings",y,"$750K grant installing EV charging at 7101 Edgewater Drive; specific site, visible infrastructure."
oakland-238018,2026-07-14 *Finance & Management Committee,5,26-0828,informational,,,Subject: FY 2025-2028 Citywide Strategic Plan One-Year Update From: Office Of The City Administrator Recommendation: Receive An Informational Report From The City Administrator On The FY 2025-2028 Citywide Strategic Plan One-Year Update,n,Citywide strategic plan update; informational only.
oakland-237769,2026-07-14 *Finance & Management Committee,2,26-0834,unknown,,,Determination Of Schedule Of Outstanding Committee Items,n,Committee scheduling housekeeping.
oakland-238170,2026-07-23 *Rules and Legislation Committee - CANCELLED,4,26-0888,unknown,,,"Review Of Draft Agendas, Pending Lists, City Council And Committee Meetings",n,Agenda review housekeeping.
oakland-238379,2026-07-16 *Rules & Legislation Committee,3.23,26-0826,action,,2000000,"Subject: Seminary Point - Debt And Rent Forgiveness From: Economic And Workforce Development Department Recommendation:Adopt The Following Pieces Of Legislation: 1) A Resolution Authorizing The Forgiveness Of (A) A City Loan To Athena MT, LLC, Of Up To Two Million Dollars ($2,000,000) In Outstanding Principal, Plus All Accrued And Unpaid Interest And Fees, And (B) A City Revolving Line Of Credit To Siavash Afshar With A Final Outstanding Balance Of One Million Five Hundred Thousand ($1,500,000), Plus Accrued And Unpaid Interest And Fees For The Foothill Seminary Point Retail Project, Each Contingent Upon The Sale Or Transfer Of The Project To A Qualified Purchaser; And Making Appropriate California Environmental Quality Act Findings; And",y,Forgives $2M of city debt tied to the Seminary Point property; a specific site changing hands.
oakland-238023,2026-07-14 * Public Works And Transportation Committee,9,26-0854,action,,,Subject: City Response To 2025-2026 Alameda County Civil Grand Jury Report From: Office Of The City Administrator And Council President Jenkins Recommendation: Adopt A Resolution Authorizing The Council President To Submit A Response On Behalf Of The City Council To The 2025-2026 Alameda County Civil Grand Jury Report,n,Duplicate of the Grand Jury response; procedural.
oakland-238373,2026-07-16 *Rules & Legislation Committee,3.18,26-0805,action,,20881650,"Subject: Broadway Streetscape Improvements Construction Contract Award From: Department Of Transportation Recommendation: Adopt A Resolution (1) Awarding A Construction Contract To McGuire And Hester For The Broadway Streetscape Improvements Project Number 1006953, The Lowest Responsive And Responsible Bidder In Accord With Project Plans, Specifications, State Requirements, And With Contractor’s Bid In The Amount Of Twenty Million Eight Hundred Eighty-One Thousand Six Hundred Fifty Dollars ($20,881,650.00) And (2) Adopting Appropriate California Environmental Quality Act Findings",y,$20.9M construction contract to rebuild Broadway; months of visible disruption and change.
oakland-238415,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.29,26-0876,action,,,"Subject: Reimbursement Resolution, General Obligation Bonds From: Finance Department Recommendation: Adopt A Resolution Declaring The City Council’s Official Intent To Reimburse Certain Expenditures From Proceeds Of Obligations For Project Costs In Connection With Oakland Trust For Clean Water And Safe Parks (Measure DD), Affordable Housing And Infrastructure (Measure KK), And 2022 Affordable Housing And Infrastructure Bond (Measure U)",n,"Technical bond reimbursement resolution; financing mechanics, not a project decision."
oakland-238389,2026-07-16 *Rules & Legislation Committee,3.32,26-0858,action,,,"Subject: Apricot 2026 Annual Report And Amended Use Policy From: Department Of Violence Prevention Recommendation: Adopt A Resolution Accepting The Department Of Violence Prevention’s 2026 Apricot Annual Report And Approving The Amended Apricot Use Policy As Approved By The Privacy Advisory Commission On June 4, 2026",n,Internal data-system use policy for a city department.
oakland-238197,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,6.7,26-0853,consent,,,"Subject: Consolidation Of The City Of Oakland's November 3, 2026 General Municipal Election From: Office Of The City Clerk Recommendation: Adopt An Ordinance (1) Calling And Giving Notice For The Holding Of A General Municipal Election On November 3, 2026 For The Purpose Of Submitting To The Electors Of The City Of Oakland Proposed Ballot Measure(s); (2) Requesting Consolidation Of The City Of Oakland General Municipal Election With The Statewide Election To Be Held In The City Of Oakland On November 3, 2026; And (3) Authorizing The City Clerk To Take All Actions Necessary To Hold The Municipal Election",y,"Calls the November election and sets what goes on the ballot; hard deadline, affects every voter."
oakland-238384,2026-07-16 *Rules & Legislation Committee,3.27,26-0817,action,,100000,"Subject: Construction Resource Center Grant Agreement For Mentor-Protégé Program Support Services From: Department Of Workplace And Employment Standards Recommendation: Adopt A Resolution Awarding A Grant To Construction Resource Center (CRC) In An Amount Not To Exceed One Hundred Thousand Dollars ($100,000) For Fiscal Year 2026-2027 To Support The Development And Implementation Of The City Of Oakland’s Mentor - Protégé Program, In Partnership With The National Association Of Minority Contractors - Northern California (NAMC - NorCal)",n,Grant for a contractor mentoring programme; internal workforce administration.
oakland-238430,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,,26-0827,action,,40000,"2) An Ordinance Authorizing The Forgiveness Of Outstanding And Future Rent Balances In An Amount Of Up To $40,000 For Seminary Point, LLC, Pursuant To A Ground Lease With The City, Contingent On The Sale Or Transfer of The Leasehold Interest In The Property To A Qualified Purchaser; And Making California Environmental Quality Act Findings",y,Rent forgiveness on the Seminary Point ground lease; part of the same site disposition.
oakland-238064,2026-07-14 *Finance & Management Committee,7,26-0876,action,,,"Subject: Reimbursement Resolution, General Obligation Bonds From: Finance Department Recommendation: Adopt A Resolution Declaring The City Council’s Official Intent To Reimburse Certain Expenditures From Proceeds Of Obligations For Project Costs In Connection With Oakland Trust For Clean Water And Safe Parks (Measure DD), Affordable Housing And Infrastructure (Measure KK), And 2022 Affordable Housing And Infrastructure Bond (Measure U)",n,Duplicate technical bond reimbursement resolution.
oakland-238392,2026-07-16 *Rules & Legislation Committee,3.35,26-0857,action,,3400000,"Subject: OPD RSI Helicopter Maintenance Contract From: Oakland Police Department Recommendation: Adopt A Resolution: (1) Authorizing The City Administrator To Enter Into A Professional Services Agreement With Rotorcraft Support, Inc. (RSI) To Provide Helicopter Maintenance Services To The Oakland Police Department (OPD), For The Period Of July 1, 2026, To June 30, 2028, In An Amount Not To Exceed One Million Seven Hundred Thousand Dollars ($1,700,000), With An Option To Extend The Agreement For Two Additional Years To June 30, 2030, For A Total Contract Not To Exceed Three Million, Four Hundred Thousand Dollars ($3,400,000); And (2) Waiving The Local And Small Business (LBE/SLBE) Enterprise Program Requirements",n,Police helicopter maintenance contract; internal equipment servicing.
oakland-238383,2026-07-16 *Rules & Legislation Committee,3.26,26-0870,action,,4827587,"Subject: Acceptance And Appropriation Of Workforce Development Funds For FY 2026-27 From: Economic And Workforce Development Department Recommendation: Adopt A Resolution Authorizing The Following Actions In Fiscal Year 2026-2027: (1) Accept And Appropriate Workforce Innovation And Opportunity (WIOA) Title I Formula Funds For Adult, Dislocated Worker, And Youth, And Rapid Response Services In An Amount Up To Four Million Eight Hundred Twenty-Seven Thousand Five Hundred Eighty-Seven Dollars ($4,827,587); (2) Accept And Appropriate California Volunteers Youth Service Corps Funding In An Amount Not To Exceed One Millon Nine Hundred Ninety-Three Thousand Nine Hundred Fourteen Dollars ($1,993,914) From California Volunteers Youth Service Corps Program For The Oakland Forward Initiative Through December 31, 2027; (3) Authorize The City Administrator To Execute Grant Agreements, Amendments, And Related Documents Necessary To Implement The Programs; And (4) Authorize The City Administrator To Apply For, Accept, And Appropriate Grants And Contributions For Workforce Development Services Beyond The WIOA Title I Formula Funding And Other Budgeted Funding Sources Up To Two Hundred Fifty Thousand Dollars ($250,000) Per Instance With The Approval Of The Oakland Workforce Development Board",n,Appropriates federal workforce formula funds; internal budget action.
oakland-238247,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,6.16,26-0894,consent,,,Subject: District 6 Appointment To The Cannabis Regulatory Commission From: Office Of The Mayor Recommendation: Adopt A Resolution Confirming The Appointment Of Terryn Buxton As A Member Of The Cannabis Regulatory Commission,n,Commission appointment; personnel.
oakland-238449,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.53,26-0910,action,Grand Avenue,,"Subject: Grand Performance Mural From: Councilmember Wang Recommendation: Adopt A Resolution Authorizing The City Administrator To: (1) Enter Into An Agreement With The State Of California Department Of Transportation For The Sponsorship And Maintenance Of The “Grand Performance Mural” Restoration Project Located At The Grand Avenue Underpass Of Interstate 580 In Oakland; And (2) Enter Into An Agreement With SOA Village Housing Inc. (EVOAK!) For The Restoration Of The Mural And Ongoing Maintenance, In Coordination With Artists Daniel Galvez And Keith Sklar",y,Duplicate of the Grand Avenue mural; still a located neighbourhood amenity.
oakland-238406,2026-07-16 *Rules & Legislation Committee,3.4,26-0914,consent,,409737,"Subject: Severance Package From: Councilmember Houston Recommendation: Adopt A Resolution Authorizing And Directing The City Administrator To Execute A Severance Agreement Between The City Of Oakland And Jestin Johnson To Provide Johnson A Severance Payment In The Amount Of Four Hundred Nine Thousand Seven Hundred Thirty-Seven Dollars And Twenty-Four Cents ($409,737.24) In Exchange For Johnson’s Execution Of A General Release And Waiver Of Claims Against The City; On The July 21, 2026 City Council Agenda On Non Consent",n,Severance agreement for a departing employee; personnel.
oakland-237934,2026-07-14 * Public Works And Transportation Committee,4,26-0813,action,,1750000,"Subject: Collision Repair Contracts For Light And Heavy Vehicles From: Oakland Public Works Department Recommendation: Adopt A Resolution Authorizing The City Administrator To Award Contracts To (1) Ron Dupratt Ford Inc In An Amount Not-To-Exceed One Million Four Hundred Thousand Dollars ($1,400,000), To Provide Collision Repair And Body Shop Services For Light Vehicles For A Three-Year Term (September 1, 2026 To September 1, 2029), And Two One-Year Options To Renew, In Response To RFQ 406535; (2) Quality Body & Fender In An Amount Not-To-Exceed One Million Fifty Thousand Dollars ($1,050,000), To Provide Collision Repair And Body Shop Services For Light Vehicles For A Three-Year Term (September 1, 2026 To September 1, 2029), And Two One-Year Options To Renew, In Response To RFQ 406535; (3) Falcon Collision Repair Inc In An Amount Not-To-Exceed Five Hundred Twenty-Five Thousand Dollars ($525,000), To Provide Collision Repair And Body Shop Services For Light Vehicles For A Three-Year Term (September 1, 2026 To September 1, 2029), And Two One-Year Options To Renew, In Response To RFQ 406535; (4) Moeller Bros. Body Shop In An Amount Not-To-Exceed Five Hundred Twenty-Five Thousand Dollars ($525,000), To Provide Collision Repair And Body Shop Services For Light Vehicles For A Three-Year Term (September 1, 2026 To September 1, 2029), And Two One-Year Options To Renew, In Response To RFQ 406535; (5) Moeller Bros. Body Shop In An Amount Not-To-Exceed One Million Seven Hundred Fifty Thousand Dollars ($1,750,000), To Provide Collision Repair And Body Shop Services For Heavy Vehicles For A Three-Year Term (September 1, 2026 To 2 September 1, 2029), And Two One-Year Options To Renew, In Response To RFQ 406529; (6) Falcon Collision Repair Inc In An Amount Not-To-Exceed One Million Seven Hundred Fifty Thousand Dollars ($1,750,000), To Provide Collision Repair And Body Shop Services For Heavy Vehicles For A Three-Year Term (September 1, 2026 To September 1, 2029), And Two One-Year Options To Renew, In Response To RFQ 406529; (7) Making Findings Under Oakland Municipal Code Sections 2.04.050 And 2.04.051 And Waiving Any Further Formal Advertising And Bidding Requirements To The Extent Necessary; And (8) And Adopt Appropriate California Environmental Quality Act (CEQA) Findings",n,Duplicate internal fleet maintenance contract.
oakland-238433,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.41,26-0870,action,,4827587,"Subject: Acceptance And Appropriation Of Workforce Development Funds For FY 2026-27 From: Economic And Workforce Development Department Recommendation: Adopt A Resolution Authorizing The Following Actions In Fiscal Year 2026-2027: (1) Accept And Appropriate Workforce Innovation And Opportunity (WIOA) Title I Formula Funds For Adult, Dislocated Worker, And Youth, And Rapid Response Services In An Amount Up To Four Million Eight Hundred Twenty-Seven Thousand Five Hundred Eighty-Seven Dollars ($4,827,587); (2) Accept And Appropriate California Volunteers Youth Service Corps Funding In An Amount Not To Exceed One Millon Nine Hundred Ninety-Three Thousand Nine Hundred Fourteen Dollars ($1,993,914) From California Volunteers Youth Service Corps Program For The Oakland Forward Initiative Through December 31, 2027; (3) Authorize The City Administrator To Execute Grant Agreements, Amendments, And Related Documents Necessary To Implement The Programs; And (4) Authorize The City Administrator To Apply For, Accept, And Appropriate Grants And Contributions For Workforce Development Services Beyond The WIOA Title I Formula Funding And Other Budgeted Funding Sources Up To Two Hundred Fifty Thousand Dollars ($250,000) Per Instance With The Approval Of The Oakland Workforce Development Board",n,Duplicate workforce funds appropriation.
